,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
584,lp002911,male,yes,1,graduate,no,2787.0,1917.0,146.0,360.0,0.0,rural,n
585,lp002912,male,yes,1,graduate,no,4283.0,3000.0,172.0,84.0,1.0,rural,n
586,lp002916,male,yes,0,graduate,no,2297.0,1522.0,104.0,360.0,1.0,urban,y
587,lp002917,female,no,0,not graduate,no,2165.0,0.0,70.0,360.0,1.0,semiurban,y
588,lp002925,male,no,0,graduate,no,4750.0,0.0,94.0,360.0,1.0,semiurban,y
589,lp002926,male,yes,2,graduate,yes,2726.0,0.0,106.0,360.0,0.0,semiurban,n
590,lp002928,male,yes,0,graduate,no,3000.0,3416.0,56.0,180.0,1.0,semiurban,y
591,lp002931,male,yes,2,graduate,yes,6000.0,0.0,205.0,240.0,1.0,semiurban,n
592,lp002933,male,no,3+,graduate,yes,9357.0,0.0,292.0,360.0,1.0,semiurban,y
593,lp002936,male,yes,0,graduate,no,3859.0,3300.0,142.0,180.0,1.0,rural,y
594,lp002938,male,yes,0,graduate,yes,16120.0,0.0,260.0,360.0,1.0,urban,y
595,lp002940,male,no,0,not graduate,no,3833.0,0.0,110.0,360.0,1.0,rural,y
596,lp002941,male,yes,2,not graduate,yes,6383.0,1000.0,187.0,360.0,1.0,rural,n
597,lp002943,male,no,0,graduate,no,2987.0,0.0,88.0,360.0,0.0,semiurban,n
598,lp002945,male,yes,0,graduate,yes,9963.0,0.0,180.0,360.0,1.0,rural,y
599,lp002948,male,yes,2,graduate,no,5780.0,0.0,192.0,360.0,1.0,urban,y
600,lp002949,female,no,3+,graduate,no,416.0,8895.890000000003,350.0,180.0,1.0,urban,n
601,lp002950,male,yes,0,not graduate,no,2894.0,2792.0,155.0,360.0,1.0,rural,y
602,lp002953,male,yes,3+,graduate,no,5703.0,0.0,128.0,360.0,1.0,urban,y
603,lp002958,male,no,0,graduate,no,3676.0,4301.0,172.0,360.0,1.0,rural,y
604,lp002959,female,yes,1,graduate,no,12000.0,0.0,495.87,360.0,1.0,semiurban,y
605,lp002960,male,yes,0,not graduate,no,2400.0,3800.0,128.0,180.0,1.0,urban,n
606,lp002961,male,yes,1,graduate,no,3400.0,2500.0,173.0,360.0,1.0,semiurban,y
607,lp002964,male,yes,2,not graduate,no,3987.0,1411.0,157.0,360.0,1.0,rural,y
608,lp002974,male,yes,0,graduate,no,3232.0,1950.0,108.0,360.0,1.0,rural,y
609,lp002978,female,no,0,graduate,no,2900.0,0.0,71.0,360.0,1.0,rural,y
610,lp002979,male,yes,3+,graduate,no,4106.0,0.0,40.0,180.0,1.0,rural,y
611,lp002983,male,yes,1,graduate,no,8072.0,240.0,253.0,360.0,1.0,urban,y
612,lp002984,male,yes,2,graduate,no,7583.0,0.0,187.0,360.0,1.0,urban,y
613,lp002990,female,no,0,graduate,yes,4583.0,0.0,133.0,360.0,0.0,semiurban,n
